feature,coef,abs_coef
cat__ogrn_area_1020201996528,-0.8540945289415816,0.8540945289415816
cat__variant_10129,-0.8510309369905883,0.8510309369905883
"cat__variant_УЧ 020511,ПЧ 020511",-0.8471234713235076,0.8471234713235076
cat__ogrn_naprav_1023402983218,0.8454920889924166,0.8454920889924166
cat__variant_120125,-0.8427917747890543,0.8427917747890543
cat__ogrn_area_1022800518355,-0.8309565056213478,0.8309565056213478
cat__ogrn_area_1024201391697,-0.8231452409414113,0.8231452409414113
cat__ogrn_area_1025600886937,0.8187539501007327,0.8187539501007327
cat__variant_727.020711,0.8184740274402559,0.8184740274402559
cat__result_norm_недостаточный,-0.817396996597856,0.817396996597856
cat__ogrn_naprav_1024701428620,0.8170599833584591,0.8170599833584591
cat__ogrn_area_1035008858400,-0.8163977290831641,0.8163977290831641
cat__ogrn_naprav_1035008859731,-0.8158817180692001,0.8158817180692001
cat__variant_20811,0.8124890552377132,0.8124890552377132
cat__ogrn_naprav_1023902271800,0.8108008030923087,0.8108008030923087
cat__ogrn_area_1025203572250,0.8106446413367692,0.8106446413367692
cat__ogrn_area_1024701243357,-0.809750274537464,0.809750274537464
cat__ogrn_naprav_1022701289170,-0.7996740603168815,0.7996740603168815
cat__variant_80110,0.7975788437705421,0.7975788437705421
cat__ogrn_naprav_1028900508603,0.7963065513435522,0.7963065513435522
cat__ogrn_naprav_1032601902222,0.7956034826171899,0.7956034826171899
cat__ogrn_area_1032601902222,0.7953021045087445,0.7953021045087445
cat__ogrn_naprav_1026604948182,-0.7944083270521751,0.7944083270521751
cat__ogrn_area_1024701427354,0.7918209748100056,0.7918209748100056
cat__ogrn_naprav_1027600983519,0.7911776930655634,0.7911776930655634
cat__ogrn_naprav_1024701896240,0.7867819838609936,0.7867819838609936
cat__ogrn_naprav_1027200808216,-0.7862779603274243,0.7862779603274243
cat__variant_727.120409,-0.7823295610473978,0.7823295610473978
cat__variant_20211,-0.7808364500517851,0.7808364500517851
cat__variant_208,0.7802542333974926,0.7802542333974926
cat__variant_30212,-0.7797706879602181,0.7797706879602181
cat__ogrn_naprav_1035003058331,0.7785227096228607,0.7785227096228607
cat__variant_20311,-0.7736563922636677,0.7736563922636677
cat__ogrn_area_1149102179390,-0.7727487845300546,0.7727487845300546
cat__variant_130,0.7690429655660016,0.7690429655660016
cat__ogrn_naprav_1027500952874,0.7677689527715164,0.7677689527715164
cat__ogrn_area_1027500952852,0.7673303246812256,0.7673303246812256
cat__ogrn_naprav_1022601955705,-0.7666812564517191,0.7666812564517191
cat__ogrn_area_1026602174719,0.764561903941064,0.764561903941064
cat__ogrn_naprav_1024000959388,0.7617219282813822,0.7617219282813822
cat__variant_УЧ 020133,-0.7613435439936752,0.7613435439936752
cat__ogrn_area_1241600037315,-0.7612002146015668,0.7612002146015668
cat__ogrn_naprav_1037200556436,-0.7602629737295453,0.7602629737295453
cat__ogrn_naprav_1025600823214,0.7545099739540176,0.7545099739540176
